Guid,AccountId,SuppliedName,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Subject,Priority,Description,ClosedDate,IsEscalated,Comments,Application__c,TypeDetail__c
5c35cec0-5281-4990-b79e-a91475561d1e,5e93e5fe-0c50-4615-8bf6-39546b6cbfaf,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
26588918-ca42-4310-b085-b05a3b7488be,a5aa7c75-f06d-4c5c-b618-b35262ec8121,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
77dd92a8-0ebe-46d6-9cd1-2c6e76e56d28,a3e87acf-b1f5-4cdd-a1c2-9ba65a993ce5,#N/A,#N/A,#N/A,Feature Request,New,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
24ead297-d61a-48d4-a6e7-87af6c3388b7,4ed5c089-8727-49b0-a443-c6b31069938f,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
7ca11ad2-4d7d-4d50-bfc8-2ac51ef1f6af,caf51328-8769-4593-893b-04e2b34a246f,#N/A,#N/A,#N/A,Question,Escalated,New problem,Updated installation guide for Inventory Management Suite,Medium,Could you please send us the new installation guide for the Inventory Management Suite?,#N/A,false,#N/A,#N/A,#N/A
caba6843-9389-41ef-ad00-742594594b85,f3f54a84-6f83-4a94-bce8-066375fb1e50,#N/A,#N/A,#N/A,Question,Escalated,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
03ea93e5-e119-4ef1-8a4f-49c29c7a0e32,233af7a8-6b11-434f-854a-41cc85b4c5e7,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
c3253895-55e8-457b-990e-43024f8804fd,99b9aa65-92da-4d12-bdff-f1a2cf8a2923,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
99ea5af7-8e89-419f-9372-2b1b6882d136,34358351-a3dd-4cbf-b704-5592c334f51a,#N/A,#N/A,#N/A,Question,Approved,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
acfcc7a7-fa10-4769-9003-f55e5516f7ae,410e52c7-b9de-422c-8c64-c6476218130f,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,2024-08-21T17:26:12.000Z,false,#N/A,#N/A,#N/A
c7c397be-0fb4-4258-98d3-ef1deb2771ae,94489879-3e39-405e-97ee-314269e20b3e,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
3e150528-0dd1-4686-8d4a-792fbcf28d0b,2bf33df0-1ef1-4e67-87f1-4ab40cc4f13f,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
4222b9c6-3bcc-465d-b42d-679dcaf39465,f6333c4a-527d-4c6b-b52e-32d8440d850f,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
04527405-be82-401f-bb44-0cc9ea766494,4caef2a9-36d3-4605-aaa6-ad78903a9559,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
b45b5b57-5a53-4bc7-b836-7ac93cfae447,8d20fc37-4127-4e68-a46f-f01ea0597ce2,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
0b99cf24-9201-445c-9851-70aeddc875f4,468f2883-a4a2-4df8-82ed-8d8228f9cd1e,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,2024-08-21T17:26:12.000Z,false,#N/A,#N/A,#N/A
4a52d447-452c-44de-9f1b-611ba4929dbc,fa522d04-105c-4ae1-8e04-b716a1e04e7e,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
2dd42a77-5ce8-4976-ba36-b77523dce4d0,cbb55378-658e-4ee2-8e76-62f36dad0d26,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
82ea7b72-9b93-426f-8da6-f2ba2ed7947f,18a64b69-ab47-49c4-a92b-245ce84afc35,#N/A,#N/A,#N/A,Problem,Rejected,Complex functionality,Problem in   Scheduled Event,Medium,Prefers Direct Phone Outreach,#N/A,false,#N/A,#N/A,#N/A
a9d9521b-3599-465b-ba5b-3d1c02a2bd5b,6f09e493-6a32-46d8-91f4-d1c1d0303a91,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,2024-08-21T17:26:03.000Z,false,#N/A,#N/A,#N/A
4c4e2206-d8fa-4b82-a1b3-605f68fc877f,f3f54a84-6f83-4a94-bce8-066375fb1e50,#N/A,#N/A,#N/A,Feature Request,On Hold,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
fbe19664-589e-4466-9667-ba7ede2e6b5f,2bf33df0-1ef1-4e67-87f1-4ab40cc4f13f,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
ba06524a-e978-4b0b-958c-11ae79819f86,3caa8188-678e-41d3-957a-7390d5dac12d,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
d0471009-82d9-4f6e-8fbb-f87e9bd4754e,0877a566-c2a3-4c82-9bc2-9d651a1a7452,#N/A,#N/A,#N/A,Feature Request,On Hold,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
36970866-2fea-47de-b6d8-2869861a1f8b,3de67c83-040e-4e3e-a3da-b352f73043e6,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
f387ac57-388a-4df7-81a3-07d36f955179,7a0e2bbb-2712-4df7-be88-17d204a2a3c8,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
86c35427-f3d0-4600-9477-9b4b0a5c95b3,fbe82b49-3600-48c7-8ea5-797304010915,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
43dd048f-df0b-4d3a-acf5-d5fd91d3299b,6f09e493-6a32-46d8-91f4-d1c1d0303a91,#N/A,#N/A,#N/A,Problem,New,User didn't attend training,Crash in chrome - instructed to clear cache,Medium,EMEA Case,#N/A,false,#N/A,#N/A,#N/A
1881618c-4bde-4e07-a57b-24eec01348b2,10f4e9b4-25b7-491c-baf8-f91fe338fe9b,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
c0a3a25c-94e8-4c44-9fdf-433be30ebc93,caf51328-8769-4593-893b-04e2b34a246f,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,2024-08-21T17:25:56.000Z,false,#N/A,#N/A,#N/A
c4e9755f-241a-48a1-be26-6c47138f1ff0,e7f1ac55-792d-4024-9b0f-66e250f52604,#N/A,#N/A,#N/A,Question,New,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
37252366-b3c9-4abc-8484-8278ee7894d5,9d558da1-1efe-4f2d-8da5-8a3496d78d5b,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
45aeb001-6c13-4e60-a0a7-b427420f3a4d,10f4e9b4-25b7-491c-baf8-f91fe338fe9b,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
e211377f-3172-4fd4-826d-ed6b7a42b729,b87dad07-fad3-444d-8f0a-6fd1d89f91fb,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
b38ddd7c-5ccc-4f78-bf07-38fefe971ff1,1131bb81-2f20-4695-8cda-9aac8653467c,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
6a7338d6-9625-4a52-bcfb-2f94c02ea2c7,245a82ba-3220-4d32-8404-2b0cf11c61ba,#N/A,#N/A,#N/A,Problem,Closed,New problem,Analytics aren't updating,Medium,Our analytics reports are still showing data from last year.,2024-08-21T17:25:58.000Z,false,#N/A,#N/A,#N/A
b324db01-518f-4dcb-92f0-b66f012fa3e1,cbb55378-658e-4ee2-8e76-62f36dad0d26,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
9d82292b-ea96-4dde-a7f3-f62589eb31b5,498fa26e-6e4e-4ace-b1f6-49f12603af85,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
76ce3738-af1c-4a42-9c79-7dc4438f9ab4,fa522d04-105c-4ae1-8e04-b716a1e04e7e,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
d377847b-9331-45ca-8c3f-6954fd144aa7,710d6c62-80c6-4365-92a7-c606b322436a,#N/A,#N/A,#N/A,Problem,Approved,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
5e090d22-9479-48df-b6b2-dd039226f2b1,99b9aa65-92da-4d12-bdff-f1a2cf8a2923,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,2024-08-21T17:26:03.000Z,false,#N/A,#N/A,#N/A
74074662-bbf1-4a07-89dd-b13be9998be7,75d0e60f-b11c-476f-89e3-bcd2c10821fa,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
a22812df-30ed-483c-9f60-b3b76cd0e88e,a3e87acf-b1f5-4cdd-a1c2-9ba65a993ce5,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
e5311866-00e5-4543-b123-900de4d5c3da,9f4912b3-ba3b-4f83-974f-45bba4522112,#N/A,#N/A,#N/A,Feature Request,New,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
b3b67110-439d-4080-8ebb-c2188587b1a2,d8278d26-4a4a-4dc6-8a34-9d99b5469581,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,2024-08-21T17:25:56.000Z,false,#N/A,#N/A,#N/A
12585220-0722-47d1-a5d4-f0d1338acfc5,edb93323-3ab0-4115-9081-114bd6bfd23a,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
eec170d4-d1ab-4386-9602-be4765eec3b7,d18d8a1f-ad3e-49e8-9d15-0f931e4a3180,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,2024-08-21T17:26:03.000Z,false,#N/A,#N/A,#N/A
8edab3df-6cbc-4be6-8a25-ccf105e4c923,7cdc7de7-12ab-47c6-b059-3d44c9b94cee,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
18f1d7dc-c892-4d82-94bf-d82d923d8de6,c91c50b4-db69-485d-bd15-dffd96652dab,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
5674dc45-1d85-4d40-9c36-8218f9619738,18973a35-a6a4-4677-80bd-9e68134f50b6,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
69611916-e595-42ba-8a1e-26b34455af23,4caef2a9-36d3-4605-aaa6-ad78903a9559,#N/A,#N/A,#N/A,Question,Closed,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,2024-08-21T17:25:58.000Z,false,#N/A,#N/A,#N/A
b721efdf-0e3c-4a80-8c2e-74d53cc4de3e,edb93323-3ab0-4115-9081-114bd6bfd23a,#N/A,#N/A,#N/A,Problem,Approved,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
91d28d91-87fc-46fd-a959-9298fbca3557,fcb50842-1311-422f-9d5d-77db7ce3073e,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
fd9b56fc-2e61-4330-99c3-8d389e60b832,6e9e4e46-cfe6-4cc2-9674-2214593afeaa,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Widgets aren't waterproof,Medium,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
fc3b67ac-d7c1-4ade-82ee-5dd7225def88,963fa712-67b9-41b5-8bea-59b24f9df95e,#N/A,#N/A,#N/A,Problem,Rejected,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
b435b302-c951-46ad-b0cb-48a0d62621ad,710d6c62-80c6-4365-92a7-c606b322436a,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
d289fe5a-c36e-4498-865b-e32ecbee3316,b87dad07-fad3-444d-8f0a-6fd1d89f91fb,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
0c2063b5-46fa-4524-aa58-ad12bc715268,d6c6df1b-d142-4bbc-a65f-f55e76531878,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
e2e638ed-794a-4e02-af49-a647816ca787,5e218fe8-7150-425f-8959-0f571da748ca,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
adee0926-0318-4444-bcc5-15c7fa9962d7,233af7a8-6b11-434f-854a-41cc85b4c5e7,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Access Restriction,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
e3aa97c7-91e7-48b8-b9c9-43c255693c53,bd8358df-49a9-49db-956f-2f1ba5ed461e,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
e2c1be9c-8d67-4df1-bf33-49fd385d3237,1131bb81-2f20-4695-8cda-9aac8653467c,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
87deaf20-8a41-4b3b-8639-c3b08b5278d1,a22f6220-0a78-4bff-b0cb-9448f7a8db05,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
f75335bd-cf32-42d2-ba5d-ca5be97f121a,106c6e97-f1b8-4550-9af5-3bb6a8581601,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
7502e248-b365-48c8-aa39-86b625f33859,4caef2a9-36d3-4605-aaa6-ad78903a9559,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
dd516480-ca56-4089-bef4-35c69d717558,75d0e60f-b11c-476f-89e3-bcd2c10821fa,#N/A,#N/A,#N/A,Problem,Closed,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,2024-08-21T17:26:08.000Z,false,#N/A,#N/A,#N/A
4916702a-0911-4229-aebc-71b3f2a33b6b,a55b7a9a-0127-487d-84a8-d914100a1284,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
87e52f3b-7949-4489-bce1-6a3618b94b82,8035157a-f978-48f6-8c61-ef31542d6807,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,"Dialog error - ""Cannot find field separator""",Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
1cf46af0-559b-4033-969a-3f9a7760afd3,f3f54a84-6f83-4a94-bce8-066375fb1e50,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
dc728a02-d7ef-4240-9c79-6bb687707fc0,bf591d28-a62b-44bc-8082-c3ef0ece3886,#N/A,#N/A,#N/A,Problem,Closed,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,2024-08-21T17:25:58.000Z,false,#N/A,#N/A,#N/A
fcaaebef-e06c-4378-91f4-7e8f2b56218e,2bf33df0-1ef1-4e67-87f1-4ab40cc4f13f,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
8aa59c29-bf79-4501-bb65-015a689f59d6,83f11b7d-7308-447d-8fd3-a9cd4494668b,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
37486513-a15e-407d-8643-b628a72ae9fe,755bc092-0d33-4c7b-be65-7dc9ec458766,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
3919609d-16dc-49bc-bc2a-359f220bc3ec,957b9bf5-b619-466b-8fce-d7fc114ab3b0,#N/A,#N/A,#N/A,Problem,New,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
9f920efd-c742-40a3-9f4c-df1bc42f8a40,99b9aa65-92da-4d12-bdff-f1a2cf8a2923,#N/A,#N/A,#N/A,Problem,On Hold,Existing problem,Deployment Needed,Medium,#N/A,#N/A,false,#N/A,#N/A,#N/A
8afba120-4b82-46c1-823b-4c88f7950af6,2cba0e46-0694-4509-a74f-7d434086b2ad,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
03d0e7a1-3353-4944-84b2-63b1396b02e2,f397bda6-61c8-4b50-a661-180aec6e86ad,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
857c201d-f5cd-4067-a87b-776dd518fc48,d221d4bb-3efe-4d72-bf12-0751eb4a9296,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,2024-08-21T17:26:10.000Z,false,#N/A,#N/A,#N/A
4117073b-b8be-4d39-8341-eceb3fe30a8a,f397bda6-61c8-4b50-a661-180aec6e86ad,#N/A,#N/A,#N/A,Question,Escalated,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
e99939ce-2e8a-4710-8acd-61e59b6df0e2,f397bda6-61c8-4b50-a661-180aec6e86ad,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,2024-08-21T17:26:00.000Z,false,#N/A,#N/A,#N/A
c2ad93be-4769-4df9-9243-0cf4da0ecee3,6e9e4e46-cfe6-4cc2-9674-2214593afeaa,#N/A,#N/A,#N/A,Problem,New,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
927e425d-25bd-4fe6-943a-2b23a3ae80df,2bf33df0-1ef1-4e67-87f1-4ab40cc4f13f,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
e725a5ed-f68d-41cb-8950-a45a9b1ef930,909a73a5-6469-41d3-bca4-2970c688c788,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
eb99a559-4346-4212-bbae-66bad3edff18,00daa52c-9132-4bb9-99da-993eec380a62,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
54d2702d-76d6-4a8e-b9ad-87951eafa24a,cbb55378-658e-4ee2-8e76-62f36dad0d26,#N/A,#N/A,#N/A,Problem,Closed,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,2024-08-21T17:26:05.000Z,false,#N/A,#N/A,#N/A
e852e29a-7af1-4d86-aa07-687f54a99a89,0938a1cc-70d6-4bcd-b7d7-890a7891544d,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
fbdafeaf-1e82-4668-8d45-e35ed6db67ec,6af2cd9d-45b2-4fdc-b828-ce1202fdd7d1,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
541754a3-be01-4533-b47f-3c047b0fa9be,ab64517f-1f3b-47a7-a1fd-8ecea56da292,#N/A,#N/A,#N/A,Question,Closed,Existing problem,Enable Manager v5,Medium,User Needs Help,2024-08-21T17:26:05.000Z,false,#N/A,#N/A,#N/A
c1a15f1b-0599-41bf-b0c4-ea847db4ca34,7be5788b-b87b-480f-88a1-fd966ade7ac6,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
782e11a8-d46f-45dd-a791-dd7a99682c3c,a606e47b-3536-4bbf-bcf6-b53cecae9a8e,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
91f176a2-5c13-42d1-901a-de954aa67572,909a73a5-6469-41d3-bca4-2970c688c788,#N/A,#N/A,#N/A,Problem,On Hold,User didn't attend training,Can I embed an excel template into a word template?,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
8388fc7b-4ddf-473c-a462-06e753a25ccd,2be5173b-2455-4ecc-968d-e622a896cfe2,#N/A,#N/A,#N/A,Question,New,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
505eced2-4348-4b68-830c-107fb72d2f0f,1e27a0f8-eb8c-4d92-a06d-87427627b543,#N/A,#N/A,#N/A,Problem,Rejected,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
60b076b3-d9a0-4d1f-8211-ce9d9361f737,fac2c8f6-07bf-4cc2-a4df-6a0b9359521d,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
d1a3e0b9-4d37-4f28-8102-a8e4378833a9,8b1ce99a-f3e0-4d57-b0a2-da6baaac12db,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
64bd107f-6226-4c68-8985-c5e1eac99f82,d57d8915-3e62-411b-b542-344391fd3c88,#N/A,#N/A,#N/A,Feature Request,New,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
